"STOP_SEQUENCE","CUM_TIME","CUM_DIST"
88,26,2.015
85,29,2.39
81,32,2.934
76,35,3.534
74,38,3.899
71,0,0
69,0,0
68,3,0.28
67,4,0.436
65,6,0.732
64,9,0.982
61,12,1.123
61,15,1.249
59,18,1.54
56,0,0
55,0,0
54,3,0.19
50,6,0.879
48,9,1.346
45,12,1.699
41,15,2.256
37,17,2.796
33,20,3.239
30,23,3.629
28,26,3.92
26,0,0
24,1,0.236
22,4,0.511
2,0,0
1,3,0.132
1,4,0.268
1,0,0
1,682,0.02
1,684,0.027
1,687,0.042
4,0,0.481
28,18,4.765
32,21,5.433
35,24,5.713
38,27,6.091
42,30,6.601
44,33,6.919
46,0,0
48,3,0.37
51,6,0.818
53,9,1.321
59,0,0
63,0,0
64,180,0.197
68,182,0.774
69,184,1.024
3,0,8.319
14,4,10.356
14,7,10.37
20,10,11.434
21,11,11.564
23,13,11.896
27,15,12.54
27,16,12.666
31,19,13.399
36,22,13.857
42,0,0
47,0,0
52,3,0.727
54,6,1.269
58,9,1.817
62,12,2.293
66,15,2.837
69,17,3.316
71,18,3.727
75,0,0
79,3,0.624
84,6,1.374
90,9,2.145
95,12,2.774
99,15,3.408
104,18,4.172
104,0,0
108,2,0.845
112,5,1.651
119,9,2.165
108,31,3.438
104,34,4.408
101,0,0
97,3,0.637
93,6,1.048
88,9,1.774
81,14,2.643
80,15,2.82
76,18,3.37
62,0,0
59,3,0.322
57,6,0.586
56,9,0.903
54,12,1.144
52,15,1.452
49,18,2.039
45,21,2.64
41,25,3.228
38,0,0
33,3,0.476
31,0,0
28,3,0.46
26,0,0
26,0,0
24,2,0.335
21,0,0
19,0,0
14,6,0.871
1,0,0
1,3,0.002
1,6,0.01
1,9,0.012
1,0,0
1,3,0.007
1,0,0
94,0,9.564
91,3,9.89
90,6,10.099
88,9,10.432
84,12,10.879
82,15,11.114
79,18,11.628
75,21,12.116
73,24,12.473
71,0,0
69,0,0
67,3,0.438
65,6,0.699
64,9,0.981
62,12,1.144
59,15,1.51
56,18,1.997
55,21,2.197
52,0,0
50,0,0
47,3,0.565
43,6,1.055
41,8,1.328
39,9,1.71
34,12,2.179
32,15,2.392
27,21,3.243
26,24,3.641
22,27,4.21
19,30,4.621
14,0,0
12,3,0.459
8,6,0.992
5,12,1.77
4,15,1.885
3,18,2.071
1,21,2.387
1,0,0
2,1,0.077
2,0,0
3,1,0.114
4,4,0.361
6,7,0.827
7,10,1.127
9,13,1.362
11,16,1.781
12,19,1.913
14,22,2.2
15,25,2.436
28,0,0
31,0,0
31,1,0.002
32,3,0.158
35,6,0.453
37,9,0.668
39,12,0.935
43,15,1.484
44,17,1.627
44,0,0
46,3,0.294
49,0,0
53,3,0.661
55,6,1.018
57,9,1.409
59,12,1.697
61,15,1.953
63,18,2.145
64,21,2.292
65,24,2.529
67,0,0
68,0,0
69,1,0.081
70,4,0.348
71,6,0.552
71,7,0.56
72,10,0.781
75,13,1.206
78,16,1.686
79,0,0
83,3,0.571
85,6,0.852
90,0,0
93,3,0.472
93,6,0.503
95,9,0.763
99,12,1.391
104,16,2.266
106,18,2.667
109,21,3.422
114,0,0
119,3,0.263
119,5,0.432
119,6,0.52
112,0,0
102,0,0
98,3,0.628
95,6,1.039
94,0,0
93,3,0.198
90,6,0.655
87,9,1.003
82,12,1.614
80,15,1.97
78,18,2.267
75,21,2.656
72,24,3.114
69,0,0
68,3,0.249
65,0,0
61,3,0.318
59,0,0
56,0,0
54,3,0.229
51,0,0
48,0,0
45,3,0.436
41,6,1.127
35,9,1.733
32,0,0
10,0,0
7,3,0.537
1,7,1.458
6,0,0
17,0,0
23,3,0.862
26,6,1.423
29,9,1.983
33,12,2.665
37,0,0
55,0,0
57,3,0.449
61,6,0.948
63,9,1.188
66,0,0
68,0,0
71,3,0.446
73,6,0.797
76,0,0
78,0,0
80,3,0.234
83,5,0.594
83,6,0.62
86,9,0.974
89,12,1.301
91,15,1.733
93,18,1.982
94,21,2.214
98,24,2.658
100,0,0
104,3,0.664
104,4,0.779
106,6,1.147
109,9,1.917
118,0,0
119,2,0.158
119,5,0.167
119,0,0
119,1,0.162
113,3,0.371
104,12,2.459
103,13,2.617
102,14,2.711
98,17,3.375
94,20,3.928
90,23,4.422
87,26,4.777
84,0,0
82,0,0
81,1,0.122
79,3,0.506
75,6,0.951
73,9,1.35
71,12,1.641
69,15,2.013
67,18,2.374
65,0,0
61,0,0
61,3,0.212
58,6,0.59
56,9,1.01
55,12,1.146
53,15,1.395
49,18,2.179
47,21,2.634
43,24,3.163
41,25,3.396
38,0,0
34,3,0.393
31,6,0.739
30,9,0.941
28,0,0
27,3,0.261
25,6,0.76
21,9,1.352
19,12,1.643
7,20,3.744
4,0,0
2,4,0.439
25,260,4.42
26,263,4.705
27,266,5.056
29,269,5.396
31,272,5.703
36,275,6.163
41,278,6.75
43,280,7.12
44,0,0
48,0,0
52,3,0.646
54,6,1.133
56,8,1.435
58,14,1.777
60,17,1.984
63,20,2.37
64,23,2.543
67,0,0
68,3,0.34
83,0,0
83,1,0.085
87,4,0.571
90,7,0.902
97,13,1.782
119,0,0
119,1,0.02
119,4,0.026
119,7,0.04
119,9,0.048
119,10,0.057
119,13,0.072
119,0,0
113,0,0
108,3,0.935
105,6,1.784
103,9,2.201
98,12,2.952
94,15,3.483
93,18,3.724
90,21,4.2
84,24,4.932
81,27,5.344
76,0,0
74,0,0
71,3,0.454
70,6,0.648
69,9,0.987
67,12,1.327
64,15,1.685
64,18,1.909
62,21,2.071
61,0,0
59,0,0
56,3,0.354
55,6,0.621
54,9,0.853
53,10,1.106
50,12,1.55
48,15,1.928
45,18,2.373
41,21,2.972
36,24,3.578
33,0,0
31,3,0.377
25,0,0
19,5,0.947
16,7,1.455
13,10,1.998
9,13,2.735
6,16,3.271
2,0,0
1,2,0.104
1,4,0.194
1,7,0.216
104,0,0
104,6,0.003
104,0,0
104,3,0.004
104,9,0.178
93,15,1.708
89,0,0
82,0,0
78,2,0.572
74,5,1.294
69,8,1.988
67,0,0
61,3,0.755
56,6,1.432
55,9,1.628
50,12,2.494
45,15,3.356
42,0,0
41,1,0.154
35,3,0.862
30,6,1.5
26,0,0
25,1,0.152
22,3,0.606
3,0,0
1,0,0
1,1,0.074
1,2,0.084
1,0,0
1,3,0.002
1,0,0
12,18,1.785
16,21,2.503
20,0,0
26,0,0
30,2,0.76
33,5,1.141
37,8,1.466
41,11,2.024
44,0,0
47,0,0
66,0,0
69,0,0
70,2,0.366
72,5,0.645
77,11,1.453
80,14,1.849
83,16,2.239
84,0,0
88,3,0.443
91,6,0.953
94,9,1.311
111,0,0
116,3,0.735
118,5,0.995
119,6,1.157
119,9,1.161
119,0,0
119,3,0.01
119,6,0.219
111,9,0.68
108,12,1.338
106,15,1.814
104,18,2.388
100,21,2.953
98,0,0
94,0,0
90,3,0.473
86,5,0.965
83,8,1.427
81,11,1.646
77,14,2.172
75,17,2.502
71,20,3.132
69,23,3.504
67,26,3.95
65,0,0
64,0,0
62,3,0.202
60,6,0.474
58,9,0.728
56,12,1.046
52,17,1.606
51,18,1.862
48,21,2.383
45,0,0
40,3,0.739
30,0,0
28,3,0.31
27,6,0.731
25,8,1.01
25,9,1.117
20,12,1.79
19,15,1.989
15,18,2.806
6,0,0
4,3,0.434
3,6,0.695
1,8,0.97
1,9,1.039
1,14,1.04
1,17,1.043
1,0,0
2,0,0
5,5,0.52
7,8,0.982
10,11,1.46
12,14,1.835
16,17,2.541
19,20,3.11
21,22,3.396
21,23,3.51
26,26,4.22
27,0,0
31,0,0
33,3,0.306
37,6,0.687
42,9,1.367
43,10,1.451
44,12,1.669
48,15,2.237
52,18,2.862
54,0,0
57,0,0
58,3,0.161
60,0,0
62,3,0.258
64,6,0.474
67,9,0.873
69,10,1.247
70,12,1.623
72,0,0
75,0,0
77,3,0.34
79,6,0.53
84,0,0
87,0,0
91,3,0.54
94,0,0
98,0,0
102,3,0.639
104,6,1.159
108,9,1.994
113,0,0
117,3,0.605
118,4,0.73
119,6,0.878
119,0,0
119,3,0.001
119,0,0
119,0,0
113,0,0
110,3,0.525
107,0,0
104,0,0
101,3,0.506
97,6,1.135
93,0,0
89,0,0
83,3,0.683
81,0,0
80,0,0
77,3,0.364
74,6,0.859
71,9,1.367
69,0,0
67,3,0.351
65,6,0.696
64,9,0.926
61,0,0
59,0,0
56,3,0.312
54,0,0
52,0,0
51,1,0.251
48,4,0.774
45,7,1.203
41,10,1.834
35,0,0
32,3,0.301
31,6,0.495
28,0,0
26,0,0
20,5,0.847
17,0,0
14,0,0
11,3,0.52
7,6,1.232
4,9,1.86
2,0,0
1,0,0
1,0,0
1,3,0.003
1,6,0.005
1,9,0.01
1,11,0.084
2,12,0.254
3,15,0.46
8,21,1.44
9,24,1.637
12,27,2.108
14,30,2.481
16,33,2.809
18,36,3.322
21,40,3.687
23,42,4.088
26,46,4.632
28,0,0
29,3,0.25
31,0,0
35,3,0.449
40,0,0
43,0,0
47,3,0.537
50,0,0
54,0,0
63,17,1.21
64,20,1.36
66,23,1.664
68,0,0
68,1,0.125
69,3,0.273
71,6,0.701
74,0,0
77,0,0
80,3,0.385
82,4,0.687
83,6,0.794
86,9,1.265
90,0,0
93,3,0.455
93,6,0.513
104,15,2.053
104,16,2.171
119,0,0
119,3,0.007
119,0,0
119,2,0.11
113,3,0.322
109,6,1.065
106,9,1.82
100,15,3.041
94,18,3.863
91,21,4.23
89,24,4.686
86,27,4.962
82,0,0
81,0,0
76,5,0.66
75,8,0.946
72,11,1.282
71,14,1.528
70,17,1.654
68,20,2.132
65,23,2.696
62,0,0
59,3,0.355
56,0,0
52,4,0.572
50,6,1.02
48,9,1.366
45,12,1.788
41,15,2.371
30,21,3.605
28,24,3.946
26,27,4.545
20,30,5.411
14,0,0
7,6,1.11
2,9,2.139
1,10,2.284
4,48,2.781
11,54,4.037
14,57,4.544
17,60,5.06
21,0,0
24,0,0
26,3,0.502
28,6,0.793
31,9,1.369
34,12,1.732
39,15,2.23
43,18,2.841
47,21,3.467
53,24,4.332
53,26,4.524
55,0,0
59,3,0.608
59,0,0
60,1,0.082
63,4,0.469
65,7,0.781
69,10,1.402
71,13,1.78
74,16,2.287
77,0,0
83,5,0.783
84,6,0.91
89,9,1.458
91,11,1.882
104,0,0
104,3,0.003
104,6,0.007
104,0,0
104,2,0.095
98,8,1.207
94,11,1.754
91,14,2.164
86,17,2.771
81,20,3.444
78,22,3.86
75,0,0
71,3,0.552
69,0,0
68,2,0.249
65,3,0.568
61,0,0
61,0,0
60,1,0.125
58,0,0
56,3,0.431
53,6,0.933
49,9,1.572
45,12,2.21
41,15,2.806
35,18,3.448
32,0,0
28,3,0.614
26,0,0
21,3,0.711
19,4,0.987
16,6,1.53
13,9,2.138
2,0,0
1,2,0.125
1,0,0
1,3,0.002
1,0,0
1,0,0
1,1,0.004
1,4,0.135
3,7,0.346
5,10,0.763
8,13,1.434
12,0,0
16,0,0
20,3,0.619
21,0,0
23,540,0.287
27,542,0.956
27,543,1.065
30,546,1.604
2,0,6.631
2,0,0
3,2,0.165
5,0,0
8,3,0.605
11,0,0
14,3,0.478
14,0,0
14,0,0
16,2,0.315
18,0,0
20,0,0
21,2,0.179
21,3,0.252
25,6,0.765
27,0,0
28,3,0.171
29,0,0
31,3,0.353
34,6,0.647
38,9,1.046
41,12,1.496
43,13,1.738
44,15,1.897
47,18,2.334
50,21,2.89
53,24,3.499
61,0,0
63,3,0.265
65,0,0
68,0,0
69,0,0
72,3,0.447
74,6,0.797
75,9,1.048
79,0,0
82,3,0.491
83,4,0.598
86,6,0.995
92,0,0
93,0,0
97,0,0
104,6,1.323
104,9,1.562
98,0,0
96,3,0.345
93,0,0
88,0,0
85,3,0.362
81,6,0.869
78,0,0
75,3,0.452
72,6,0.935
70,9,1.192
69,0,0
67,0,0
65,3,0.291
64,6,0.607
62,9,0.776
60,12,1.027
57,14,1.473
55,17,1.81
54,20,1.957
52,22,2.325
51,23,2.6
47,0,0
43,3,0.586
41,0,0
39,1,0.344
34,4,0.814
31,7,1.115
29,10,1.468
26,14,2.251
24,16,2.488
21,0,0
19,2,0.321
9,9,2.085
2,15,3.432
1,0,0
1,0,0
1,2,0.032
1,5,0.049
2,7,0.267
6,11,0.996
7,14,1.406
10,17,1.777
13,20,2.254
15,0,0
30,0,0
32,3,0.429
37,6,0.77
41,9,1.315
43,11,1.646
45,12,1.928
48,15,2.442
53,19,3.398
56,21,3.801
59,24,4.144
61,0,0
64,0,0
68,3,0.686
69,4,0.842
71,6,1.259
74,9,1.785
76,12,2.125
83,17,3.056
88,18,3.623
93,21,4.367
97,0,0
101,895,0.634
104,898,1.328
107,901,2.032
113,904,3.173
119,907,3.565
119,0,3.77
111,3,4.287
107,5,5.157
104,8,5.901
74,0,0
72,0,0
70,3,0.276
67,6,0.942
65,9,1.327
61,12,1.624
61,14,1.821
59,17,2.096
56,20,2.595
33,0,0
29,3,0.595
26,9,1.4
22,12,1.968
19,15,2.42
1,0,0
1,1,0.042
1,7,0.044
1,0,0
1,3,0.082
2,0,0
5,0,0
10,3,0.924
14,6,1.593
21,12,2.832
26,18,3.703
28,0,0
30,0,0
33,3,0.49
35,6,0.7
40,9,1.208
44,12,1.814
47,0,0
49,0,0
53,3,0.568
53,4,0.786
54,6,0.944
56,0,0
59,0,0
61,3,0.248
63,6,0.498
65,9,0.809
68,12,1.242
68,13,1.357
70,15,1.756
72,18,2.06
76,0,0
83,4,0.957
117,0,0
119,1,0.241
119,3,0.294
119,6,0.301
119,0,0
119,3,0.005
119,6,0.015
119,9,0.019
119,11,0.15
110,15,0.782
108,18,1.284
103,24,2.496
100,0,0
97,0,0
90,6,0.946
86,9,1.435
81,13,2.071
71,20,3.59
69,23,4.006
67,25,4.291
65,26,4.604
61,29,4.977
60,32,5.262
59,0,0
57,0,0
54,3,0.433
53,4,0.771
50,6,1.236
46,9,1.903
44,12,2.256
41,0,0
34,4,0.801
31,0,0
29,0,0
26,3,0.687
21,6,1.405
20,7,1.628
20,8,1.645
20,9,1.645
20,0,0
21,0,0
25,3,0.584
27,5,0.982
27,6,1.177
31,9,1.773
34,11,2.168
40,14,2.715
44,17,3.297
47,0,0
50,0,0
52,3,0.399
53,5,0.621
55,6,0.866
57,9,1.281
58,12,1.438
60,15,1.697
63,18,2.053
65,21,2.299
69,24,2.893
71,0,0
75,3,0.606
90,0,0
92,3,0.364
102,9,1.693
104,12,2.103
104,0,0
104,3,0.004
104,6,0.006
104,9,0.079
104,12,0.197
98,15,1.13
94,17,1.738
91,20,2.101
88,23,2.599
84,26,3.054
80,0,0
78,0,0
75,3,0.502
72,6,0.953
70,9,1.321
67,13,1.861
65,15,2.218
61,18,2.554
61,21,2.701
58,0,0
57,3,0.228
55,0,0
52,3,0.5
49,6,1.032
45,9,1.691
43,12,2.063
41,13,2.263
39,15,2.606
34,18,3.094
31,21,3.436
29,0,0
27,3,0.445
25,5,0.793
24,6,1.048
20,10,1.624
20,18,1.631
20,21,1.634
20,24,1.636
21,27,1.731
24,0,0
26,0,0
28,3,0.363
30,6,0.665
33,9,1.145
37,12,1.506
41,15,2.095
44,18,2.52
47,21,2.962
50,24,3.458
53,27,3.995
55,0,0
57,0,0
58,3,0.102
60,6,0.317
62,9,0.661
64,12,0.825
65,15,1.043
68,17,1.62
69,18,1.639
70,0,0
83,14,1.802
105,0,0
108,3,0.818
112,6,1.628
116,9,2.336
118,12,2.644
119,0,0
119,0,0
119,0,0
119,2,0.019
119,5,0.034
119,8,0.049
119,11,0.191
112,14,0.587
108,17,1.369
106,0,0
104,3,0.5
101,6,1.103
97,9,1.727
93,11,2.139
89,14,2.824
81,18,3.739
79,20,4.112
75,23,4.596
72,0,0
70,3,0.252
69,0,0
67,3,0.42
65,0,0
64,0,0
61,3,0.115
58,0,0
56,0,0
55,3,0.168
55,6,0.199
52,9,0.796
48,12,1.446
44,0,0
42,3,0.344
41,4,0.424
38,0,0
34,0,0
32,3,0.19
29,6,0.65
27,9,1.088
24,12,1.707
21,15,2.079
17,0,0
14,3,0.487
10,0,0
5,0,0
2,820,0.624
1,821,0.749
21,0,4.186
27,3,5.244
31,0,0
36,0,0
42,3,0.775
43,5,0.91
45,6,1.236
49,9,1.895
53,12,2.454
54,13,2.724
56,15,3.056
60,18,3.626
63,21,3.99
68,0,0
68,2,0.2
69,3,0.289
73,6,0.901
90,0,0
104,18,2.059
104,21,2.062
104,0,0
104,2,0.002
104,3,0.004
101,6,0.578
96,9,1.339
92,12,1.761
88,14,2.425
85,18,2.758
65,38,5.69
61,41,6.123
61,0,0
57,0,0
56,3,0.349
54,6,0.615
53,8,0.872
51,9,1.12
46,12,1.914
44,15,2.336
41,18,2.788
35,0,0
33,3,0.219
26,0,0
25,3,0.387
22,6,0.781
19,9,1.172
15,12,1.951
12,15,2.473
8,18,3.055
6,21,3.486
4,24,3.903
3,0,0
2,2,0.263
1,3,0.414
1,6,0.484
1,9,0.486
1,13,0.488
1,15,0.495
2,17,0.691
2,0,0
5,0,0
8,3,0.676
13,6,1.455
16,9,2.013
21,13,2.85
22,15,2.993
26,17,3.646
27,19,3.851
28,20,4.189
30,23,4.561
33,0,0
36,0,0
39,3,0.424
43,6,0.963
46,9,1.333
48,12,1.731
53,17,2.661
54,18,2.863
56,21,3.054
57,0,0
58,0,0
59,3,0.128
62,0,0
64,3,0.253
69,7,1.023
74,12,1.907
79,15,2.593
85,18,3.474
90,0,0
93,0,0
97,3,0.45
101,6,1.06
119,0,0
119,3,0.013
119,6,0.025
119,9,0.051
119,10,0.196
119,0,0
111,3,0.45
104,0,0
101,3,0.561
97,6,1.174
93,9,1.627
90,12,2.076
86,0,0
82,0,0
79,1,0.491
76,0,0
74,0,0
70,3,0.502
68,6,1
65,0,0
64,0,0
61,3,0.201
60,0,0
58,0,0
56,3,0.322
52,9,0.975
48,12,1.623
45,0,0
41,3,0.558
37,6,1.095
33,9,1.471
30,0,0
27,3,0.57
20,0,0
20,0,0
20,6,0.003
20,0,0
20,3,0.002
20,0,0
20,1,0.002
20,0,0
21,2,0.189
26,0,0
27,0,0
28,1,0.346
30,4,0.646
32,7,1.012
36,10,1.347
41,0,0
43,0,0
45,2,0.277
48,5,0.788
50,8,1.143
53,11,1.714
56,15,2.14
56,16,2.15
57,17,2.306
57,18,2.349
58,19,2.494
59,20,2.549
59,21,2.607
60,23,2.777
63,26,3.097
64,29,3.188
68,32,3.805
69,0,0
69,1,0.121
72,0,0
75,3,0.469
78,0,0
81,0,0
83,1,0.175
87,0,0
91,0,0
92,1,0.13
93,2,0.267
96,5,0.596
101,8,1.321
119,0,0
119,0,0
119,1,0.006
119,4,0.017
119,5,0.028
119,0,0
119,0,0
113,2,0.215
109,5,1.076
106,8,1.668
98,13,3.216
95,16,3.633
91,19,4.08
87,22,4.66
81,0,0
79,0,0
75,3,0.553
72,6,1.021
71,9,1.243
69,12,1.639
67,14,1.92
67,15,2.038
65,18,2.265
64,21,2.351
64,24,2.615
61,0,0
60,0,0
60,3,0.051
59,6,0.155
58,9,0.327
56,12,0.518
55,15,0.825
54,18,0.916
52,21,1.421
48,0,0
47,3,0.223
36,0,0
21,17,2.176
21,18,2.249
19,20,2.533
16,23,3.122
14,26,3.544
10,29,4.145
6,0,0
2,4,0.882
1,6,1.062
1,12,1.065
1,14,1.067
1,15,1.067
1,18,1.188
2,19,1.252
2,21,1.395
3,0,0
3,0,0
4,2,0.143
6,5,0.626
8,8,1.064
12,11,1.601
14,14,1.946
15,17,2.239
16,20,2.369
19,23,2.84
21,26,3.186
23,0,0
25,0,0
26,3,0.143
26,4,0.295
28,6,0.589
29,9,0.809
31,12,1.176
34,15,1.504
36,18,1.645
40,0,0
42,0,0
43,1,0.04
45,3,0.343
48,6,0.838
53,9,1.642
53,11,1.819
54,12,1.962
56,15,2.237
58,18,2.508
59,21,2.723
61,0,0
63,3,0.177
64,0,0
65,3,0.269
68,6,0.692
70,9,1.213
71,12,1.397
71,15,1.456
72,18,1.581
75,0,0
77,0,0
79,3,0.184
82,0,0
83,2,0.135
83,0,0
87,0,0
90,3,0.287
91,6,0.565
94,9,0.919
98,12,1.443
104,0,0
104,0,0
10,0,9.94
13,3,10.467
14,6,10.751
16,9,11.099
19,12,11.596
21,15,11.919
24,18,12.357
26,21,12.733
27,23,12.898
28,24,13.189
30,27,13.553
33,30,14.03
36,33,14.272
41,36,14.894
43,37,15.226
45,0,0
48,3,0.475
58,18,1.891
59,0,0
62,0,0
63,0,0
67,3,0.416
68,0,0
119,0,0
112,2,0.363
104,7,2.183
99,10,3.07
94,0,0
90,3,0.502
86,6,1.016
81,9,1.647
75,12,2.431
72,15,2.959
69,18,3.522
68,21,3.737
61,24,4.546
59,27,4.943
41,0,0
33,3,0.887
19,0,0
1,10,3.155
1,11,3.247
1,0,0
1,0,0
1,0,0
1,0,0
3,3,0.322
8,9,1.383
11,12,1.916
12,13,2.088
14,15,2.455
17,16,3.084
18,17,3.247
21,19,3.625
24,21,4.081
27,23,4.618
27,24,4.723
29,26,5.106
31,29,5.517
34,33,5.784
40,36,6.363
43,0,0
45,0,0
48,0,0
50,0,0
53,4,0.59
55,6,0.832
56,9,1.112
59,12,1.557
62,15,1.913
64,18,2.161
69,22,2.897
70,0,0
71,0,0
75,3,0.65
80,0,0
83,3,0.453
90,0,0
94,0,0
100,3,0.871
104,7,1.659
107,0,0
110,3,0.748
116,0,0
119,0,0
119,1,0.048
119,3,0.054
119,0,0
119,0,0
119,3,0.011
119,0,0
113,0,0
108,3,0.953
105,6,1.729
104,9,2.086
98,0,0
94,0,0
92,3,0.304
90,6,0.667
84,0,0
81,0,0
76,3,0.674
73,6,1.178
71,9,1.489
69,12,1.849
68,15,2.166
63,18,2.598
61,21,2.876
59,24,3.24
56,27,3.615
56,0,0
55,3,0.123
48,0,0
45,3,0.476
41,5,1.005
39,6,1.373
33,9,1.911
30,12,2.368
27,0,0
26,3,0.405
21,6,1.008
20,7,1.239
20,9,1.249
20,12,1.251
20,15,1.252
20,17,1.254
20,20,1.256
24,0,0
27,0,0
27,1,0.214
29,4,0.496
31,7,0.841
35,10,1.286
40,13,1.814
43,16,2.314
47,19,2.875
49,0,0
52,0,0
53,2,0.35
54,3,0.533
57,6,0.905
58,9,1.155
61,12,1.463
63,15,1.726
65,18,2.013
69,21,2.651
71,24,3.018
72,0,0
75,3,0.411
83,9,1.513
88,12,2.091
104,0,0
104,2,0.002
104,0,0
104,4,0.081
104,6,0.315
99,9,0.959
93,15,1.808
90,18,2.24
88,21,2.545
83,24,3.118
83,25,3.187
80,27,3.558
75,0,0
74,0,0
71,3,0.441
69,6,0.769
67,9,1.131
65,12,1.547
61,15,1.839
61,18,2.054
59,21,2.218
57,0,0
55,3,0.339
52,6,0.93
49,9,1.427
47,0,0
44,3,0.4
41,6,0.804
37,9,1.332
34,11,1.595
32,14,1.85
29,17,2.259
26,0,0
22,2,0.464
20,5,0.848
20,8,0.848
21,11,0.965
24,0,0
26,0,0
26,1,0.113
27,3,0.247
28,0,0
30,3,0.391
33,0,0
36,3,0.244
39,0,0
43,3,0.574
46,0,0
50,0,0
53,3,0.598
53,4,0.696
55,6,0.927
57,9,1.327
58,0,0
61,0,0
63,2,0.263
64,5,0.422
65,8,0.69
68,11,1.115
69,14,1.364
70,17,1.652
73,20,2.027
75,23,2.331
78,26,2.804
80,29,3.017
89,0,0
90,3,0.236
92,6,0.616
98,12,1.213
119,30,4.529
119,33,4.572
119,39,4.59
119,0,0
107,0,0
105,2,0.496
97,0,0
94,0,0
92,3,0.277
86,9,1.163
82,12,1.633
81,0,0
78,2,0.385
75,5,0.854
73,0,0
71,0,0
70,3,0.105
68,6,0.524
68,7,0.722
65,9,0.988
64,12,1.283
64,0,0
62,3,0.14
61,0,0
58,3,0.422
56,0,0
55,0,0
53,0,0
52,1,0.174
50,3,0.634
46,6,1.244
44,9,1.574
40,12,2.175
36,15,2.631
33,18,2.842
31,0,0
29,3,0.308
27,0,0
25,2,0.509
19,9,1.397
16,11,1.94
14,14,2.345
10,0,0
8,0,0
5,3,0.671
2,6,1.253
1,0,0
3,0,0.292
4,3,0.54
6,6,0.951
7,0,0
8,0,0
9,3,0.083
11,6,0.394
16,11,1.257
21,18,2.147
23,20,2.494
26,23,2.941
27,0,0
28,0,0
29,3,0.233
33,0,0
36,0,0
41,3,0.636
43,5,0.923
45,6,1.207
48,9,1.726
58,24,3.06
59,27,3.158
60,30,3.381
63,0,0
65,3,0.211
68,0,0
69,1,0.16
70,3,0.561
74,6,1.036
75,9,1.266
79,12,1.771
83,15,2.364
89,18,3.103
92,21,3.692
94,0,0
98,2,0.498
100,5,0.875
103,8,1.284
104,11,1.584
104,14,1.588
104,17,1.59
104,25,1.678
102,0,0
99,0,0
94,3,0.614
91,6,1.038
87,9,1.532
86,11,1.696
85,12,1.895
81,14,2.329
80,15,2.545
76,18,3.062
73,21,3.535
71,0,0
70,0,0
69,3,0.28
68,5,0.63
67,6,0.725
64,9,1.07
64,12,1.31
62,15,1.478
61,18,1.601
59,0,0
56,0,0
56,3,0.163
53,6,0.512
51,9,1.017
48,11,1.469
45,14,1.863
42,17,2.306
41,19,2.474
38,20,2.984
34,23,3.335
30,0,0
28,0,0
26,3,0.554
26,0,0
24,0,0
20,3,0.583
19,4,0.73
16,6,1.29
14,9,1.744
6,15,3.098
1,0,0
1,3,0.008
1,6,0.018
1,9,0.031
1,12,0.033
1,15,0.035
1,18,0.045
21,0,0
26,3,0.824
28,0,0
31,3,0.448
36,0,0
40,3,0.483
43,0,0
44,0,0
68,21,2.602
70,24,3.066
74,27,3.614
81,33,4.668
83,34,4.915
90,39,5.84
119,0,0
119,3,0.002
119,6,0.008
119,8,0.011
119,9,0.159
110,12,0.776
108,15,1.331
106,18,1.822
104,21,2.28
101,0,0
98,3,0.461
95,0,0
91,3,0.408
86,0,0
82,0,0
81,1,0.13
79,0,0
78,0,0
75,3,0.527
72,6,0.91
70,9,1.216
69,0,0
67,3,0.423
65,6,0.724
61,0,0
60,0,0
58,3,0.301
56,6,0.672
54,9,0.86
52,10,1.241
50,12,1.699
45,0,0
41,0,0
40,1,0.227
34,0,0
31,0,0
29,0,0
28,2,0.212
25,5,0.817
19,0,0
14,0,0
10,0,0
6,0,0
4,0,0
1,27,0.422
1,28,0.424
1,30,0.424
1,33,0.55
2,34,0.652
2,36,0.782
2,39,0.799
5,42,1.38
8,45,2.06
16,51,3.312
20,54,4.045
21,0,0
22,2,0.214
27,0,0
31,5,0.835
33,8,1.137
37,11,1.485
43,14,2.307
46,17,2.736
49,19,3.278
53,22,3.887
53,23,4.079
55,25,4.342
57,28,4.637
58,31,4.794
59,0,0
63,3,0.413
64,0,0
65,3,0.185
67,0,0
68,0,0
69,1,0.091
71,0,0
75,0,0
78,0,0
80,3,0.223
84,0,0
89,3,0.556
92,6,1.099
94,0,0
95,2,0.122
100,0,0
104,0,0
104,0,0
106,2,0.381
110,5,1.414
119,0,0
119,0,0
119,3,0.021
119,0,0
119,2,0.018
119,5,0.019
119,9,0.024
119,11,0.21
111,14,0.65
106,17,1.772
105,20,2.189
103,23,2.582
100,26,2.957
98,29,3.334
94,32,3.89
92,35,4.142
89,38,4.711
84,41,5.232
82,0,0
81,1,0.089
78,0,0
75,3,0.464
73,0,0
69,0,0
67,3,0.378
65,0,0
64,0,0
61,3,0.261
59,6,0.502
57,9,0.807
55,0,0
52,2,0.463
52,3,0.581
48,6,1.226
45,9,1.687
41,12,2.245
35,15,2.964
31,17,3.37
29,20,3.725
27,23,4.104
25,0,0
20,0,0
17,3,0.438
11,0,0
8,3,0.396
2,0,0
1,0,0
1,0,0
1,2,0.004
1,0,0
1,0,0
1,3,0.028
2,6,0.327
