cum_time,cum_dist
15,4.26047
16,4.45497
17,4.7682
18,4.97745
19,5.14485
19,5.31225
20,5.5083
21,5.93242
22,6.07822
23,6.24451
24,6.53608
25,6.83281
25,6.91651
26,6.99984
26,7.20974
27,7.37751
28,7.53929
28,7.71646
29,7.87898
30,8.0509
31,8.28725
32,8.552
32,8.6849
33,8.8537
34,9.05457
35,9.32253
36,9.68631
37,9.86187
38,10.0461
39,10.34234
40,10.68024
42,11.08938
43,11.42282
45,11.77174
46,11.97904
47,12.12646
48,12.32548
50,12.59936
51,12.77748
52,12.90805
52,13.04712
53,13.20893
56,13.61654
57,13.8628
58,14.05758
60,14.46941
63,14.81549
65,15.10401
67,15.48181
68,15.69442
69,16.01997
70,16.25954
71,16.68727
72,17.00637
73,17.21477
74,17.49891
75,17.80456
76,17.94838
77,18.29229
78,18.6599
79,18.98088
80,19.14538
81,19.39605
81,19.5746
82,19.75611
83,19.84875
84,20.10299
84,20.2851
85,20.49382
86,20.8501
87,21.25309
88,21.44825
89,21.74515
90,22.16849
92,22.76586
93,23.19765
94,23.48944
95,23.68628
95,23.86698
97,24.32691
98,24.70944
99,24.89615
99,25.13879
100,25.49597
102,26.03974
102,26.32063
103,26.59296
105,27.10378
105,27.43298
106,27.61283
107,28.0736
108,28.36122
109,28.58275
110,29.02225
111,29.37601
112,29.83942
113,30.28632
114,30.6961
115,30.99151
117,31.35078
0,0
1,0.14592
1,0.34981
2,0.77923
3,1.05072
4,1.22697
5,1.40399
6,1.74623
7,2.12103
8,2.41748
10,2.75477
11,3.08773
12,3.41967
13,3.75375
14,3.92253
15,4.08708
15,4.26047
16,4.45497
17,4.7682
18,4.97745
19,5.14485
19,5.31225
20,5.5083
21,5.93242
22,6.07822
23,6.24451
24,6.53608
25,6.83281
25,6.91651
26,6.99984
26,7.20974
27,7.37751
28,7.53929
28,7.71646
29,7.87898
30,8.0509
31,8.28725
32,8.552
33,8.6849
33,8.8537
34,9.05457
35,9.32253
37,9.68631
38,9.86187
38,10.0461
40,10.34234
41,10.68024
43,11.08938
44,11.42282
46,11.77174
47,11.97904
48,12.12646
49,12.32548
51,12.59936
52,12.77748
53,12.90805
53,13.04712
54,13.20893
57,13.61654
58,13.8628
59,14.05758
61,14.46941
64,14.81549
66,15.10401
68,15.48181
69,15.69442
70,16.01997
71,16.25954
72,16.68727
73,17.00637
74,17.21477
75,17.49891
76,17.80456
77,17.94838
78,18.29229
79,18.6599
80,18.98088
81,19.14538
82,19.39605
82,19.5746
83,19.75611
84,19.84875
85,20.10299
85,20.2851
86,20.49382
87,20.8501
88,21.25309
89,21.44825
90,21.74515
91,22.16849
93,22.76586
94,23.19765
95,23.48944
96,23.68628
96,23.86698
98,24.32691
99,24.70944
100,24.89615
100,25.13879
101,25.49597
103,26.03974
103,26.32063
104,26.59296
106,27.10378
106,27.43298
107,27.61283
108,28.0736
109,28.36122
110,28.58275
111,29.02225
112,29.37601
113,29.83942
114,30.28632
115,30.6961
116,30.99151
118,31.35078
0,0
2,0.13855
3,0.47263
4,0.64141
5,0.80596
5,0.97935
6,1.17385
7,1.48708
8,1.69633
9,1.86373
9,2.03113
10,2.22718
11,2.6513
12,2.7971
13,2.96339
14,3.25496
15,3.55169
15,3.63539
16,3.71872
16,3.92862
17,4.09639
18,4.25817
18,4.43534
19,4.59786
20,4.76978
21,5.00613
22,5.27088
23,5.40378
23,5.57258
24,5.77345
25,6.04141
27,6.40519
28,6.58075
28,6.76498
30,7.06122
31,7.39912
33,7.80826
34,8.1417
36,8.49062
37,8.69792
38,8.84534
39,9.04436
41,9.31824
42,9.49636
43,9.62693
43,9.766
44,9.92781
47,10.33542
48,10.58168
49,10.77646
51,11.18829
54,11.53437
56,11.82289
58,12.20069
59,12.4133
60,12.73885
61,12.97842
62,13.40615
63,13.72525
64,13.93365
65,14.21779
66,14.52344
67,14.66726
68,15.01117
69,15.37878
70,15.69976
71,15.86426
72,16.11493
72,16.29348
73,16.47499
74,16.56763
75,16.82187
75,17.00398
76,17.2127
77,17.56898
78,17.97197
79,18.16713
80,18.46403
81,18.88737
83,19.48474
84,19.91653
85,20.20832
85,20.40516
86,20.58586
87,21.04579
88,21.42832
89,21.61503
89,21.85767
90,22.21485
92,22.75862
92,23.03951
93,23.31184
95,23.82266
95,24.15186
96,24.33171
97,24.79248
98,25.0801
99,25.30163
100,25.74113
101,26.09489
102,26.5583
103,27.0052
104,27.41498
105,27.71039
107,28.06966
0,0
0,0
1,0.20389
2,0.63331
3,0.9048
4,1.08105
4,1.25807
5,1.60031
7,1.97511
8,2.27156
9,2.60885
10,2.94181
11,3.27375
12,3.60783
13,3.77661
13,3.94116
14,4.11455
15,4.30905
16,4.62228
17,4.83153
17,4.99893
18,5.16633
19,5.36238
20,5.7865
20,5.9323
21,6.09859
22,6.39016
23,6.68689
23,6.77059
24,6.85392
25,7.06382
25,7.23159
26,7.39337
26,7.57054
27,7.73306
28,7.90498
29,8.14133
30,8.40608
31,8.53898
31,8.70778
32,8.90865
33,9.17661
35,9.54039
36,9.71595
36,9.90018
38,10.19642
39,10.53432
41,10.94346
42,11.2769
44,11.62582
44,11.83312
45,11.98054
46,12.17956
47,12.45344
48,12.63156
49,12.76213
49,12.9012
50,13.06301
52,13.47062
53,13.71688
54,13.91166
55,14.32349
58,14.66957
59,14.95809
61,15.33589
61,15.5485
63,15.87405
63,16.11362
65,16.54135
66,16.86045
66,17.06885
67,17.35299
68,17.65864
69,17.80246
70,18.14637
71,18.51398
72,18.83496
72,18.99946
73,19.25013
74,19.42868
75,19.61019
75,19.70283
76,19.95707
76,20.13918
77,20.3479
78,20.70418
79,21.10717
80,21.30233
80,21.59923
81,22.02257
83,22.61994
84,23.05173
85,23.34352
85,23.54036
86,23.72106
87,24.18099
88,24.56352
88,24.75023
89,24.99287
90,25.35005
91,25.89382
92,26.17471
93,26.44704
94,26.95786
95,27.28706
95,27.46691
96,27.92768
97,28.2153
97,28.43683
99,28.87633
99,29.23009
101,29.6935
102,30.1404
103,30.55018
104,30.84559
105,31.20486
0,0
0,0
1,0.20389
2,0.63331
3,0.9048
3,1.08105
4,1.25807
4,1.60031
5,1.97511
6,2.27156
7,2.60885
8,2.94181
9,3.27375
10,3.60783
11,3.77661
11,3.94116
12,4.11455
13,4.30905
14,4.62228
14,4.83153
15,4.99893
16,5.16633
16,5.36238
17,5.7865
18,5.9323
18,6.09859
19,6.39016
20,6.68689
21,6.77059
21,6.85392
22,7.06382
22,7.23159
23,7.39337
23,7.57054
24,7.73306
25,7.90498
26,8.14133
26,8.40608
27,8.53898
28,8.70778
28,8.90865
29,9.17661
30,9.54039
31,9.71595
32,9.90018
33,10.19642
34,10.53432
35,10.94346
36,11.2769
37,11.62582
38,11.83312
39,11.98054
39,12.17956
40,12.45344
41,12.63156
41,12.76213
42,12.9012
43,13.06301
44,13.47062
45,13.71688
46,13.91166
47,14.32349
49,14.66957
50,14.95809
51,15.33589
52,15.5485
53,15.87405
54,16.11362
55,16.54135
56,16.86045
56,17.06885
57,17.35299
58,17.65864
58,17.80246
59,18.14637
60,18.51398
61,18.83496
61,18.99946
62,19.25013
63,19.42868
63,19.61019
64,19.70283
64,19.95707
65,20.13918
65,20.3479
66,20.70418
67,21.10717
68,21.30233
69,21.59923
70,22.02257
71,22.61994
72,23.05173
72,23.34352
73,23.54036
73,23.72106
74,24.18099
75,24.56352
75,24.75023
76,24.99287
77,25.35005
78,25.89382
78,26.17471
79,26.44704
80,26.95786
81,27.28706
81,27.46691
82,27.92768
83,28.2153
83,28.43683
84,28.87633
85,29.23009
86,29.6935
87,30.1404
88,30.55018
89,30.84559
90,31.20486
0,0
0,0
1,0.20389
2,0.63331
